"modo";"topico";"candidato";"desde";"hasta";"texto";"fecha_debate";"link"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:19:49";"00:21:50";"Argentina tiene la responsabilidad en un mundo absolutamente convulsivo y convulsionado de pensar su política exterior en defensa del interés argentino lo primero que tenemos que tener claro es la multipolaridad Argentina tiene que tener relaciones con todos los países que abran los brazos y los mercados para vender trabajo argentino tenemos además dentro de la política exterior cuatro ejes que sostener la agenda de seguridad alimentaria que además es una oportunidad para la Argentina la agenda de seguridad energética que nos da la responsabilidad de ser proveedores regionales y mundiales de shil gas y de shil oil tenemos una enorme oportunidad para el norte argentino sobre la base de la demanda de minerales y dióxidos raros y tenemos en la economía del conocimiento por la elegibilidad de nuestra gente construida en el sistema de Educación Pública la enorme oportunidad de ser proveedores de servicios intelectuales mundiales en paralelo cuatro temas centrales Quiénes son los principales socios comerciales de Argentina Brasil es uno china es otro defender esa agenda comercial que le da trabajo a 2 millones de argentinos la segunda claramente nuestra relación con la santa sede este hombre que está acá trató de representante del maligno al argentino más importante de la historia nuestro papa y alguno de los que está acá acompañándolo dijo que había que romper relaciones con la santa sede vamos a trabajar para que en el 2024 el papa visite la Argentina por último la irrenunciable defensa de la soberanía de malvinas le Quiero agradecer al general bals por acompañarnos hoy porque es un símbolo del ejército al servicio de la Democracia pero sobre todas las cosas es un héroe de malvinas que merece que los argentinos defendamos la causa de malvinas su tiempo candidato masa el";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:21:54";"00:23:55";"liberal libertario creo profundamente en el comercio inter y la apertura al comercio internacional básicamente aquellos países que son más abiertos al mundo tienen ingreso per cápita nueve veces mayor que aquellos que son cerrados sin embargo también creo que no tiene que interferir el estado en las relaciones comerciales el estado no tiene por qué meterse a decir con quién tengo que comercializar o con quien no el estado termina siendo un estorbo de hecho el mejor ejemplo del estorbo que causa el estado es lo que está pasando con el mercosur que no tiene calle de salida digamos que está atascado y que no progresa ha ningún lado por lo tanto digamos frente a esas mentiras que han dicho que yo señalo que no hay que comercializar con China o que no hay que comercializar con Brasil les digo que es falso es decir pero es una cuestión de los privados no tiene por qué estar metiéndose el estado porque cada vez que se mete el estado genera corrupción y se paga con caída en el el bienestar de los argentinos porque lo mejor que puede pasar con el comercio es que comercialicen con bienes de mejor calidad a un mejor precio vamos a incrementar el bienestar de todos por otro lado en lo que tiene que ver con las relaciones internacionales sistemáticamente he señalado mi alineación con Estados Unidos con Israel y con el mundo libre y básicamente lo otro que quiero señalar es que como estado no estoy dispuesto a comer digamos a plantear relaciones con aquellos que no respetan la democracia liberal Que no respetan las libertades individuales que avanza sobre los individuos y que no respetan la paz por lo tanto digamos con esos no quiero saber nada y te aviso que lo que diga un integrante o un seguidor de la libertad avanza eso no quiere decir que sea la posición de nosotros respecto al a la santa sede a la cual respetamos su tiempo por favor tiene la";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:23:57";"00:24:12";"pedí que le pidieras disculpas al papa y dijiste que no lo habías dicho en campaña a pesar de que lo dijiste en la entrevista con taker cuando ya eras candidato Le vas a pedir disculpas al papa y lo vas a invitar a la Argentina por haberlo tratado como el representante del maligno sí o no Mira";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:24:13";"00:25:05";"si bien yo esas disculpas las hice internamente Y a él le llegaron Si a vos te deja tranquilo y a la gente lo deja tranquilo yo no tengo problemas en pedir disculpas cuando uno se equivoca pide disculpas y se acabó primer punto No solo eso segundo es estamos dispuestos a recibirlo en la Argentina darle los honores de un jefe de estado y no solo eso darle los honores propios del jefe espiritual de de la iglesia dado el Credo católico de los argentinos por lo tanto deja de mentir y hacer un punto de eso porque eso no es un punto igual que digamos lo de malvinas o sea también digamos nosotros consideramos que las malvinas son argentinas es más Victoria es hija de un héroe de malvinas y no solo eso sino que además Sí vamos a agotar todas las instancias diplomáticas para que las Islas vuelvan vanc argentinas Así es que termina de mentir digamos basta de ese nacionalismo barato cuando en realidad digamos se hacen propuestas";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:25:06";"00:25:31";"ídola y que las malvinas tenían el derecho a autodeterminación de los kelpers Le invito a la gente a que lo busque en Google porque me parece que vino a desmentir de lo que dijo durante toda la campaña por eso la gente te tiene miedo Y sabes una cosa tenés que decir claramente tcher es tu ídola los kelpers tienen derecho a la autodeterminación sí o no De vuelta yo";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:25:32";"00:26:00";"no contesto por sí o por no lo que vos plantees yo lo que señalo es que en la historia de la humanidad ha habido grandes líderes digamos la señora toucher fue así como lo fue ran como lo fue charch y como otros o como de Gol o como otras personas que a lo largo de la historia han tenido un rol significativo digamos Lo que pasa que yo entiendo tcher tuvo un rol significativo en la caída del muro del Berlín que parece que a vos te molesta que se haya caído y aplastado a la izquierda Entonces ese es tu";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:26:01";"00:26:26";"problema primero Tacher es una enemiga de la Argentina Ayer hoy y siempre y nuestros Héroes son absolutamente innegociables Por más que para vos sea una figura toucher para mí no lo es para mí es una enemiga de la Argentina defiendo la soberanía de malvinas y creo además que sería importante que digas si los kelper tienen derecho a la autodeterminación o no porque dijiste que lo tenían mira a ver te voy a contar";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:26:27";"00:27:06";"algo para que se entienda la falacia en la que estás cayendo Sergio con ese criterio Digamos como cuando Alemania en el 74 le hizo cuatro goles a Argentina crive la rompió y hizo un desastre vos tendrías que considerar que cve es un pésimo jugador o con los goles que nos hizo mbappé en la final tendrías que despreciarlo porque nos hizo los goles no digamos una cosa no tiene que ver con la otra Nos tocó una guerra y esa guerra la perdimos sí Y tenemos que hacer todos los esfuerzos para recuperar las Islas por la vía diplomática Así es que digamos es un un podemos Elevar la calidad del debate porque eso es muy pobre lo que estás";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:27:07";"00:27:11";"argentinos sepan si vas a defender o no malvinas porque a lo mejor el dici";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:27:23";"00:27:35";"lado y volviste para el otro en tu presentación Brasil y China vas a mantener relaciones o no Porque los trataste de comunistas a los dos";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:27:36";"00:27:49";"relaciones comerciales las establecen los privados es más te cuento digo Vos pertenec a un gobierno donde Alberto Fernández no hablaba con bolsonaro así que qué problema hay si yo hablo no dejo de hablar con";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:27:50";"00:28:01";"porque inclusive yo lo visité a bolsonaro en Brasil en medio de la pandemia pero teu preguntar vas a mantener la relación con Brasil y con china sí no las relaciones comerciales";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:28:01";"00:28:04";"de los del sector privado son del sector";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:28:05";"00:28:13";"los países los aranceles los fijan los países los permisos sanitarios los fijan los países vas a mantener sí o no es";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:28:14";"00:28:28";"decir vos lo que estás hablando Es toda una política de regulación del comercio que lo único que hace que lo único que hace es perjudicar el bienestar de los argentino qué tiene que ver eso es una falacia qué me importa falacia populum se llama Dale digo s más serio Arm argumento serio Sergio dale a mí me";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:28:29";"00:29:17";"parece Javier que lo que no le estás queriendo decir a la gente que por prejuicio ideológico vas a dejar a 2 millones de argentinos sin trabajo hay que explicarle a los trabajadores de la carne hay que explicarle a los trabajadores avícolas hay que explicarle a los trabajadores del Puerto del Gran Rosario hay que explicarle a los trabajadores del poroto de la soja en salta hay que explicarle a los trabajadores de las terminales automotrices de Pacheco de la matanza y del Gran Córdoba la ruptura del mercosur la rur rura de la relación con Brasil la ruptura de la relación con china representan 2 millones de empleos menos y un impacto en las exportaciones argentinas de 28000 millones de dólares la política exterior no se puede regir por caprichos no se puede regir por ideología se debe regir por el interés nacional Mira Sergio de vuelta todo ese";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:29:19";"00:29:41";"comercio que tiene el sector privado va a seguir no es que va a dejar de existir Y si por algún motivo vos crees que dejara de existir digamos lo podría comercializar desde otro lado por lo tanto digamos sea vos te crees que los chinos quieren hacer beneficencia con nosotros Así que si no se lo vendiese a los chinos se los podría vender a otro deja de deja de asustar a la gente con la pérdida de puestos de";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:29:42";"00:29:50";"exportaciones de cinco provincias argentinas son a China sí o no pero de";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:29:51";"00:30:00";"vuelta cuál es el problema Si no se lo exportas a China se lo exportas a otro o si no digamos hasta lo pueden triangular Dale no";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:30:13";"00:30:33";"viendo Es alguien que por prejuicio ideológico antepone su propia mirada al interés de los y las argentinos y el 10 de diciembre quien se si en el sillón de Tiene que dejar de pensar en sí mismo y su ideología y pensar en la";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:30:34";"00:30:52";"Argentina libre en individuos libres que puedan comercializar con todos lo que quieran no como los que quieren regular el comercio para sacar algunas ventajas no como las que saca tu gobierno con la Sira y subsidi digamos dólares baratos a tus amigos que";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:30:53";"00:31:04";"importan Javier Te llevaron los que te abandonaron hoy en el salón Te llevaron al campo de la Chicana berreta volvé al lugar de la discusión económica digo yo llevo la discusión";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:31:04";"00:31:19";"económica y vos no podés entender de qué se trata una triangulación y mentís con los puestos de trabajo que se pierden si no lo no se lo vendo Ah se lo puedo vender a b y si no fuera así entonces quiere decir que estás protegiendo a alguien causándole un daño a los argentinos bueno claramente está";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:31:19";"00:31:37";"mandando a nuestros exportadores a Brasil y a nuestros exportadores a China a triangular vía Panamá o vía paraísos Fiscales que es lo mismo que plantea con el Banco Central una guarida fiscal la Argentina transformada en una guarida fiscal mi ley Mira guarida";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:31:39";"00:31:48";"fiscal de qué hablas de cómo ustedes los políticos le roban a los argentinos de bien y por eso Tienen que salir de sistema no sé por quién lo dirá Javier";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Sergio Massa";"00:31:49";"00:32:06";"no es mi familia la que tiene departamentos propiedades y cuentas en Estados Unidos es la tuya en todo caso lo que tenés que hacer es hablar con propiedad y como sos funcionario público Si tenés una denuncia que hacer el lunes te acompaño a tribunales y la hacemos juntos te pediría que lo que te pasan";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"relaciones de argentina con el mundo";"Javier Milei";"00:32:07";"00:32:10";"los datos te los pasen bien porque te pasaron información falsa culminó el";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:32:43";"00:34:34";"campaña negativa y de mentiras a la que hemos sido sometidos una de las cosas que quiero aclarar Antes que nada Es que la salud y la educación van a seguir siendo públicas miren esto es muy simple Argentina es un país Federal por lo tanto no es una decisión del poder ejecutivo determinar si es o no es pública en ese aspecto porque depende de las provincias no solo eso también quiero comentar que para nosotros la educación y la salud es sumamente importante a punto tal que nosotros hemos diseñado algo absolutamente Revolucionario que es la idea del Ministerio del capital humano dicho ministerio contará con cuatro secretar una secretaría vinculada a niñez y familia una secretaría vinculada a lo que tiene que ver con la salud Una secretaría vinculada a lo que tiene que ver con la educación y una secretaría que tiene que ver con la inserción en el mercado de trabajo esto tiene sentido porque básicamente cuando uno estudia la historia de la humanidad el gran crecimiento económico se dio Durante los últimos 250 años y cuando quiere explicar el factor fundamental viene dado por el capital humano el capital humano digamos tiene dos dimensiones el de primera generación que tiene que ver con que la gente esté sana es decir que la gente se pueda alimentar por eso lo que tiene que ver y eso fue muy importante durante el siglo XIX y por eso para nosotros es tan importante la cuestión de la alimentación y el cuidado de los niños para que se puedan y su salud y por otra parte durante el siglo XX y lo que va del siglo XXI ha sido muy importante el rol de la educación y el rol del trabajo aprend la prca y por eso digamos el segundo bloque de secretarías de el Ministerio de capital";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
